Age,Income,CreditScore,ConstantFeature,Purchased,Gender_Female,Gender_Male,City_Delhi,City_Kanpur,City_Lucknow
-1.091395545499173,0.5091074215710273,0.23013307252715987,10.0,0,0,1,0,1,0
-1.5628649506003844,-0.636560431013591,0.1318665320507566,10.0,0,1,0,0,0,1
-0.1484567352967504,1.1794449948918146,0.3898162008013152,10.0,0,1,0,0,1,0
-0.21580950745406632,0.027683164367916374,0.6170575756529977,10.0,1,1,0,0,0,1
-0.48522059608332996,-1.74566441596253,-0.7279656971177719,10.0,0,1,0,1,0,0
-1.7649232670723323,-2.377914627162818,-1.2868566460773156,10.0,0,0,1,1,0,0
1.1312459356922517,0.5456712892067066,0.7705990451473779,10.0,0,1,0,1,0,0
0.9965403913776201,-0.7096881662849497,0.5679243054147961,10.0,1,1,0,0,1,0
-1.6975704949150163,0.38722786278542953,-1.5632312911671997,10.0,1,0,1,0,1,0
0.05360158117519731,-1.9772355776551656,0.8627239268440059,10.0,0,1,0,0,1,0
-1.7649232670723323,0.46644957599606807,-1.42197313923237,10.0,0,1,0,1,0,0
0.7944820749056724,0.3811338848461497,-0.3410411939919341,10.0,1,1,0,0,1,0
0.3230126698044609,-0.11247832823552097,1.1575235482732156,10.0,1,0,1,1,0,0
0.9291876192203041,0.7102086935672635,-0.6235574978615935,10.0,0,1,0,0,1,0
-0.28316227961138224,1.7705608550019634,-1.5325229972683236,10.0,0,1,0,1,0,0
1.4006570243215155,-1.1240786661559818,-1.6553561728638277,10.0,1,0,1,0,0,1
0.05360158117519731,-0.7645339677384686,-0.23663299473575566,10.0,0,1,0,1,0,0
-0.28316227961138224,0.19222056872847326,0.18099980228895823,10.0,0,0,1,1,0,0
-1.3608066341284368,2.302260430204133,-1.1271735178031603,10.0,1,1,0,0,0,1
-1.2934538619711209,-0.05763252678200201,1.6365729330956815,10.0,1,1,0,0,0,1
0.7944820749056724,1.3988282007058903,0.015175015235027714,10.0,1,1,0,0,1,0
-1.226101089813805,-0.4598350707744744,-1.42197313923237,10.0,1,0,1,0,1,0
1.4680097964788315,-1.587220989541253,-0.7033990619986712,10.0,1,0,1,0,0,1
0.05360158117519731,-0.41717722519951517,-1.600081243845851,10.0,1,0,1,0,0,1
1.4006570243215155,1.5146137815522083,1.526023075059728,10.0,0,0,1,1,0,0
1.670068112950779,-0.16123015174976005,1.194373500951867,10.0,0,1,0,1,0,0
-1.5628649506003844,-1.7822282835982093,0.8750072444035563,10.0,1,0,1,0,1,0
-0.6872789125552777,0.4116037745425491,-0.66654910932002,10.0,1,0,1,1,0,0
-0.0811039631394345,0.9113099655634996,0.5003660588372688,10.0,0,1,0,1,0,0
1.6027153407934631,0.38722786278542953,0.475799423718168,10.0,1,0,1,0,0,1
0.05360158117519731,1.8315006343947622,1.532164733839503,10.0,0,1,0,0,1,0
0.25565989764714503,-2.0991151364407634,-1.0411902948863074,10.0,1,0,1,0,1,0
-0.013751190982118602,-0.05763252678200201,-1.5325229972683236,10.0,0,1,0,0,0,1
0.7944820749056724,1.6425873182770858,0.08273326181255496,10.0,0,0,1,0,0,1
-0.48522059608332996,-0.5512447398636726,1.261931747529394,10.0,1,0,1,1,0,0
-0.3505150517686981,-1.2886160705165386,1.261931747529394,10.0,0,1,0,0,0,1
-1.091395545499173,0.3262880833926307,-0.1322247954795772,10.0,0,0,1,0,1,0
-0.0811039631394345,0.5456712892067066,1.1145319368147892,10.0,0,0,1,0,1,0
0.8618348470629882,0.39332184072470944,-1.2254400582795635,10.0,0,0,1,0,0,1
0.6597765305910405,0.5273893553888669,1.1513818894934404,10.0,0,0,1,1,0,0
-0.7546316847125936,-0.5695266736815123,1.5690146865181545,10.0,0,0,1,0,0,1
0.12095435333251321,-1.5079992763306145,0.98555710243951,10.0,0,0,1,0,1,0
-1.0240427733418573,-0.7889098794955881,0.9732737848799595,10.0,0,1,0,0,0,1
-0.21580950745406632,-0.2831097105353577,0.9057155383024323,10.0,1,1,0,1,0,0
0.3230126698044609,-0.849849658888387,-0.9490654131896793,10.0,0,0,1,1,0,0
-1.2934538619711209,-0.39889529138167557,0.3529662481226639,10.0,0,0,1,0,0,1
-0.7546316847125936,0.6919267597494237,1.6242896155361313,10.0,1,0,1,0,1,0
-1.3608066341284368,-0.898601482402626,-1.5448063148278741,10.0,0,0,1,1,0,0
-1.6975704949150163,0.10081089963927499,0.19328311984850863,10.0,1,0,1,0,1,0
1.1312459356922517,0.19222056872847326,1.2005151597316421,10.0,0,1,0,1,0,0
1.1985987078495677,-0.7218761221635094,-1.3789815277739437,10.0,0,1,0,0,1,0
0.12095435333251321,-0.22826390908183877,-1.121031859023385,10.0,0,1,0,0,0,1
-0.7546316847125936,-0.38670733550311576,-0.1752164069380036,10.0,1,1,0,1,0,0
0.05360158117519731,-0.09419639441768132,-0.6481241329806944,10.0,0,1,0,1,0,0
0.7944820749056724,-2.377914627162818,-0.6235574978615935,10.0,0,1,0,1,0,0
0.05360158117519731,1.252572730163173,-0.12608313669980198,10.0,1,0,1,1,0,0
-1.0240427733418573,1.1672570390132548,-0.7341073558975472,10.0,1,0,1,0,1,0
1.670068112950779,0.3750399069068698,-0.39017446423013574,10.0,1,0,1,0,1,0
-0.0811039631394345,-2.1844308275906816,0.00903335645525251,10.0,0,0,1,0,0,1
1.1312459356922517,-0.2892036884746376,-0.7770989673559736,10.0,1,0,1,1,0,0
0.05360158117519731,-1.166736511730941,0.5617826466350209,10.0,0,0,1,0,1,0
-0.28316227961138224,1.209914884588214,-0.27962460619418206,10.0,0,0,1,0,1,0
-0.41786782392601407,0.1373747672749543,-1.3789815277739437,10.0,1,1,0,1,0,0
-0.41786782392601407,0.12518681139639454,1.562873027738379,10.0,0,1,0,0,1,0
0.9291876192203041,-0.05763252678200201,0.7583157275878274,10.0,0,0,1,0,0,1
0.9965403913776201,-0.2587337987782382,0.5617826466350209,10.0,0,1,0,1,0,0
0.5250709862764087,0.3750399069068698,-0.5867075451829423,10.0,0,0,1,0,0,1
0.5250709862764087,0.43597968629966866,-0.027816596223398715,10.0,0,1,0,0,1,0
-1.3608066341284368,-0.849849658888387,0.7030407985698506,10.0,0,0,1,1,0,0
-0.5525733682406458,-0.24045186496039855,-1.538664656048099,10.0,1,1,0,0,1,0
-1.2934538619711209,-1.898013864444527,1.6304312743159064,10.0,0,1,0,0,0,1
1.1985987078495677,0.027683164367916374,-0.2980495825335077,10.0,1,0,1,0,1,0
1.4680097964788315,-0.9778231956132646,-0.6174158390818183,10.0,0,0,1,1,0,0
0.5924237584337245,1.4049221786451702,0.7214657749091762,10.0,0,1,0,1,0,0
0.1883071254898291,0.5700472009638261,0.9425654909810836,10.0,0,0,1,0,0,1
1.6027153407934631,-0.5390567839851129,0.9487071497608587,10.0,1,0,1,0,1,0
0.8618348470629882,-1.4348715410592559,-1.4403981155716956,10.0,0,0,1,1,0,0
1.1312459356922517,0.36894592896758993,-1.151740152922261,10.0,0,0,1,1,0,0
-0.8219844568699095,1.1916329507703742,-1.3359899163155171,10.0,1,1,0,0,1,0
0.7944820749056724,-0.7828159015563083,0.10115823815188058,10.0,1,0,1,1,0,0
