Age,Income,CreditScore,Purchased,Gender_Female,Gender_Male,City_Delhi,City_Kanpur,City_Lucknow
-1.091395545499173,0.5091074215710273,0.23013307252715987,0,0,1,0,1,0
-1.5628649506003844,-0.636560431013591,0.1318665320507566,0,1,0,0,0,1
-0.1484567352967504,1.1794449948918146,0.3898162008013152,0,1,0,0,1,0
-0.21580950745406632,0.027683164367916374,0.6170575756529977,1,1,0,0,0,1
-0.48522059608332996,-1.74566441596253,-0.7279656971177719,0,1,0,1,0,0
-1.7649232670723323,-2.377914627162818,-1.2868566460773156,0,0,1,1,0,0
1.1312459356922517,0.5456712892067066,0.7705990451473779,0,1,0,1,0,0
0.9965403913776201,-0.7096881662849497,0.5679243054147961,1,1,0,0,1,0
-1.6975704949150163,0.38722786278542953,-1.5632312911671997,1,0,1,0,1,0
0.05360158117519731,-1.9772355776551656,0.8627239268440059,0,1,0,0,1,0
-1.7649232670723323,0.46644957599606807,-1.42197313923237,0,1,0,1,0,0
0.7944820749056724,0.3811338848461497,-0.3410411939919341,1,1,0,0,1,0
0.3230126698044609,-0.11247832823552097,1.1575235482732156,1,0,1,1,0,0
0.9291876192203041,0.7102086935672635,-0.6235574978615935,0,1,0,0,1,0
-0.28316227961138224,1.7705608550019634,-1.5325229972683236,0,1,0,1,0,0
1.4006570243215155,-1.1240786661559818,-1.6553561728638277,1,0,1,0,0,1
0.05360158117519731,-0.7645339677384686,-0.23663299473575566,0,1,0,1,0,0
-0.28316227961138224,0.19222056872847326,0.18099980228895823,0,0,1,1,0,0
-1.3608066341284368,2.302260430204133,-1.1271735178031603,1,1,0,0,0,1
-1.2934538619711209,-0.05763252678200201,1.6365729330956815,1,1,0,0,0,1
0.7944820749056724,1.3988282007058903,0.015175015235027714,1,1,0,0,1,0
-1.226101089813805,-0.4598350707744744,-1.42197313923237,1,0,1,0,1,0
1.4680097964788315,-1.587220989541253,-0.7033990619986712,1,0,1,0,0,1
0.05360158117519731,-0.41717722519951517,-1.600081243845851,1,0,1,0,0,1
1.4006570243215155,1.5146137815522083,1.526023075059728,0,0,1,1,0,0
1.670068112950779,-0.16123015174976005,1.194373500951867,0,1,0,1,0,0
-1.5628649506003844,-1.7822282835982093,0.8750072444035563,1,0,1,0,1,0
-0.6872789125552777,0.4116037745425491,-0.66654910932002,1,0,1,1,0,0
-0.0811039631394345,0.9113099655634996,0.5003660588372688,0,1,0,1,0,0
1.6027153407934631,0.38722786278542953,0.475799423718168,1,0,1,0,0,1
0.05360158117519731,1.8315006343947622,1.532164733839503,0,1,0,0,1,0
0.25565989764714503,-2.0991151364407634,-1.0411902948863074,1,0,1,0,1,0
-0.013751190982118602,-0.05763252678200201,-1.5325229972683236,0,1,0,0,0,1
0.7944820749056724,1.6425873182770858,0.08273326181255496,0,0,1,0,0,1
-0.48522059608332996,-0.5512447398636726,1.261931747529394,1,0,1,1,0,0
